0.019143,-9.913465,0.059821,-7.140000,-1.400000,-2.170000
0.119641,-10.030712,-0.016750,-10.290000,-1.960000,-0.630000
0.002393,-10.348958,-0.038285,-11.620000,-0.490000,-1.260000
0.002393,-10.363315,-0.062213,-8.400000,-0.770000,0.140000
0.002393,-10.315458,-0.133998,-3.220000,-2.030000,1.260000
-0.016750,-10.253245,-0.088534,0.350000,-1.330000,1.610000
-0.141177,-10.150353,-0.150748,3.290000,0.840000,2.170000
-0.301496,-10.157533,-0.050249,6.580000,1.470000,0.700000
-0.330210,-9.908678,-0.076570,10.920000,-0.350000,0.910000
-0.227318,-9.714860,0.011964,12.530000,-1.820000,1.190000
-0.224925,-9.583255,0.174676,11.760000,-1.400000,0.280000
-0.169890,-9.497113,0.236889,10.990000,-1.680000,-0.840000
-0.066999,-9.444471,0.287139,9.240000,-2.940000,-1.260000
0.040678,-9.394222,0.361316,4.340000,-3.220000,-0.910000
0.078963,-9.477970,0.390030,-5.390000,-3.150000,0.070000
0.265603,-9.791430,0.409173,-10.220000,-3.710000,0.070000
0.502493,-10.537991,0.421137,-7.210000,-0.910000,-1.470000
0.394816,-10.844273,0.265603,6.650000,5.600000,-1.680000
0.148355,-10.593026,0.105284,18.129999,7.140000,-2.660000
-0.009571,-10.365707,0.033500,24.290001,4.900000,-2.170000
0.019143,-10.030712,0.129212,26.670000,2.030000,-0.840000
0.141177,-9.712467,0.291924,24.920000,0.980000,-0.630000
0.131605,-9.561719,0.433101,19.670000,1.820000,-0.770000
0.071785,-9.513863,0.437887,12.460000,0.350000,-0.770000
0.229711,-9.437292,0.602991,2.800000,-2.940000,1.750000
0.229711,-9.437292,0.602991,-0.490000,-3.360000,2.170000
0.232104,-9.470792,0.636491,-6.650000,-2.800000,2.800000
0.205783,-9.516255,0.598206,-11.130000,-0.490000,1.470000
0.088534,-9.499505,0.418744,-13.160000,0.350000,1.190000
0.016750,-9.638289,0.351745,-16.170000,0.420000,0.280000
-0.052642,-9.865608,0.205783,-16.799999,0.980000,-0.210000
-0.210568,-9.741181,0.095713,-14.490000,1.400000,0.560000
-0.303888,-9.705289,-0.131605,-14.560000,-0.560000,0.210000
-0.189033,-9.803394,-0.114855,-17.500000,-4.270000,0.490000
-0.038285,-9.925428,-0.064606,-19.110001,-7.210000,1.890000
0.088534,-10.033106,0.088534,-19.250000,-8.050000,2.660000
0.153141,-10.078569,0.136391,-17.639999,-6.580000,2.800000
0.145962,-10.250853,0.351745,-13.790000,-5.320000,2.100000
0.124427,-10.236496,0.354138,-7.630000,-2.870000,1.330000
0.052642,-10.097712,0.330210,-0.070000,-1.050000,-1.120000
0.009571,-9.899107,0.265603,7.280000,-0.840000,-1.540000
0.059821,-9.669396,0.301496,5.250000,-2.800000,-0.490000
0.107677,-9.530612,0.356531,0.490000,-4.130000,1.610000
0.059821,-9.358330,0.399601,-5.320000,-5.180000,4.480000
-0.028714,-9.233903,0.394816,-13.860000,-9.660000,7.630000
0.066999,-9.322437,0.354138,-21.980000,-14.420000,10.080000
0.138784,-9.611969,0.926022,-25.760000,-15.190001,11.620000
0.047856,-9.882358,1.205983,-23.870001,-11.200000,12.110000
-0.751346,-9.765109,1.588834,-17.219999,-10.780000,11.270000
-1.835295,-9.377472,2.533999,-20.230000,-28.210001,17.780001
-2.514857,-9.166903,2.883351,-44.660000,-50.610001,39.759998
-4.465007,-11.590833,6.855437,-77.699997,-75.250000,73.430000
-5.974878,-13.639089,10.758131,-93.590004,-101.919998,119.840004
-7.491928,-14.426328,14.679967,-40.810001,-110.809998,124.320000
-7.467999,-12.997812,18.087345,52.290001,-136.990005,109.199997
-6.180661,-8.214561,20.530416,160.720001,-173.880005,78.889999
-2.780460,-2.170290,22.944775,244.509995,-224.490005,45.990002
4.386044,3.393023,26.632114,267.540009,-268.100006,17.570000
11.978470,7.444071,30.001211,239.889999,-243.809998,-7.910000
14.835501,8.295916,27.936205,126.279999,-123.550003,-10.570000
12.818351,4.656433,22.918455,-57.959999,19.460001,14.630000
9.650253,-3.311667,16.756937,-214.130005,105.139999,32.900002
7.190433,-9.576077,9.915856,-278.950012,136.990005,65.940002
4.823930,-13.708481,3.440879,-258.929993,162.820007,80.220001
1.811367,-16.618155,-3.378666,-129.570007,182.350006,13.650000
-0.203390,-17.709280,-8.731410,-37.869999,155.750000,-34.230000
-0.473779,-17.324036,-12.404392,16.100000,121.309998,-54.599998
0.622134,-16.127625,-14.151153,27.580000,105.489998,-49.209999
1.861616,-15.505490,-14.909678,19.809999,112.980003,-41.369999
3.079563,-16.122839,-14.452648,19.389999,133.070007,-30.309999
2.928815,-16.017555,-14.651253,43.330002,172.339996,-9.520000
0.952343,-14.423935,-15.148960,64.610001,191.169998,6.790000
-0.926022,-12.368500,-15.615561,63.209999,175.070007,10.850000
-1.533799,-11.210374,-14.883357,53.270000,152.600006,4.130000
-1.789831,-11.363515,-13.464413,42.209999,126.770004,-12.390000
-1.789831,-11.363515,-13.464413,45.360001,119.070000,-17.290001
-1.562513,-10.837094,-11.368300,54.110001,102.340004,-24.500000
-0.698704,-10.683953,-9.753145,50.189999,80.500000,-22.820000
-0.452243,-10.913664,-8.568698,48.020000,68.809998,-23.799999
-0.643669,-10.779665,-7.121039,54.110001,64.889999,-19.040001
-0.653241,-10.181459,-6.202196,59.290001,54.599998,-12.810000
-0.272782,-9.064013,-4.673182,54.110001,40.389999,-0.700000
-0.382852,-8.161918,-3.840480,43.259998,39.200001,2.170000
-1.141376,-8.114061,-3.524628,34.160000,43.610001,-7.490000
-1.923829,-8.075776,-3.732803,25.340000,37.099998,-13.090000
-1.993221,-8.279166,-3.352344,17.920000,18.830000,-21.910000
-1.607977,-8.475377,-3.141776,13.300000,1.960000,-31.920000
-0.856631,-8.702696,-2.739782,2.800000,-12.530000,-31.710001
0.227318,-9.087940,-1.667797,-8.470000,-21.700001,-28.770000
1.138984,-9.755538,-0.930808,-11.690000,-19.460001,-31.360001
1.440479,-9.863215,-0.847059,-11.130000,-5.810000,-19.460001
