-0.385244,-9.561719,0.349352
-0.234497,-9.717253,0.483350
-0.181855,-9.894321,0.564706
-0.337388,-9.932607,0.306281
-0.236889,-9.934999,0.323031
-0.291924,-10.102496,-0.418744
-0.849452,-10.162319,0.179462
-0.772882,-10.348958,-0.047856
0.026321,-10.174281,0.318245
0.552742,-10.265208,0.358923
0.521635,-10.155140,0.411566
0.131605,-10.085747,0.119641
-0.215354,-9.781858,-0.033500
-0.382852,-9.693325,0.045464
-0.282353,-9.662218,0.174676
-0.011964,-9.707682,0.224925
0.162712,-9.698111,0.260818
0.157926,-9.834501,0.186640
0.110070,-10.064213,0.064606
0.093320,-10.193424,0.093320
0.098106,-10.131211,0.141177
-0.026321,-10.078569,0.232104
-0.232104,-10.001998,0.229711
-0.239282,-9.879964,0.253639
-0.301496,-9.796216,0.239282
-0.296710,-9.832108,0.363709
-0.275175,-9.887143,0.519243
-0.239282,-9.954143,0.715454
-0.112463,-10.018748,0.763310
-0.064606,-9.978070,0.736989
-0.133998,-9.985250,0.710668
-0.234497,-9.923036,0.839881
-0.236889,-9.817751,0.878166
-0.241675,-9.875179,0.815953
-0.181855,-9.994821,0.981057
-0.189033,-9.901501,1.160519
-0.222532,-9.870394,1.368695
-0.229711,-9.822537,1.473979
-0.222532,-9.681360,1.485943
-0.279960,-9.489935,1.660619
-0.325424,-9.219545,1.686940
-0.468993,-8.717053,1.818545
-0.581456,-8.353344,1.844866
-0.878166,-8.236095,1.966900
-1.390230,-8.310273,2.672783
-2.151148,-8.291130,4.417150
-2.663212,-8.449057,6.508478
-3.134598,-7.678568,8.080563
-4.266403,-6.951149,9.676575
-5.599205,-6.257231,11.691331
-6.582655,-5.343173,12.325430
-6.376873,-6.496514,11.779866
-4.278367,-8.752945,11.308479
-1.830509,-11.454442,9.466006
0.559920,-14.371292,7.862815
2.830709,-16.433905,7.812566
3.845266,-18.740587,7.329216
3.845266,-16.694723,7.831708
3.282953,-15.658630,6.948757
2.318645,-12.942777,6.484549
0.921237,-11.550155,3.337988
1.457229,-9.671788,0.315853
2.323431,-6.831509,-2.572284
2.761317,-6.673582,-4.716253
2.091327,-10.313066,-5.505885
1.627119,-13.313664,-7.305287
2.383251,-13.727623,-8.099705
3.203990,-13.512270,-7.903493
3.369094,-13.112667,-8.068598
3.160919,-10.686346,-8.441878
3.069991,-8.346166,-8.690732
2.785245,-7.140182,-8.372486
2.445465,-8.133204,-8.114061
1.942972,-10.121639,-7.800602
1.524228,-13.574483,-7.779066
1.483550,-15.579668,-7.379465
1.134198,-15.976876,-6.568298
0.480957,-13.811372,-6.080163
-0.057428,-11.095518,-6.384050
-0.078963,-8.327023,-6.295516
0.452243,-6.515656,-5.625526
0.708275,-6.683154,-5.029713
0.519243,-8.585447,-5.096712
0.220140,-11.236694,-5.615955
-0.117248,-13.203594,-4.981857
-0.165105,-14.043476,-3.854837
-0.129212,-14.287544,-2.605784
-0.440279,-14.009976,-1.890330
-0.607777,-12.744174,-1.859223
-0.698704,-10.497313,-2.210968
-0.495314,-8.853443,-2.610569
-0.078963,-7.690532,-2.402394
0.189033,-7.764710,-2.117648
0.210568,-8.717053,-1.416551
-0.002393,-10.997414,0.272782
-0.002393,-10.997414,0.253639
-0.390030,-11.205588,-0.145962
-0.349352,-10.545169,-0.586242
-0.014357,-9.930215,-0.521635
0.186640,-9.884750,-0.294317
0.370888,-9.951750,0.122034
0.385244,-9.951750,0.677169
0.191426,-9.987641,0.701097
-0.464208,-9.990034,0.318245
-0.191426,-10.325029,0.526421
-0.576670,-10.301102,0.126820
-0.954736,-9.690931,-0.315853
-0.588634,-9.597611,-0.531207
-0.043071,-9.700503,-0.318245
0.282353,-9.719646,0.181855
0.533599,-9.930215,0.497707
0.468993,-10.334601,0.284746
0.100499,-10.600205,0.189033
-0.227318,-10.987842,0.208176
-0.098106,-10.935200,0.277567
-0.229711,-10.380065,0.433101
-0.803988,-9.427721,0.148355
-0.734596,-8.894121,-0.258425
-0.476172,-9.109475,-0.208176
-0.196211,-9.482756,0.033500
-0.074178,-9.853643,0.172283
-0.105284,-10.092925,0.315853
-0.172283,-10.255639,0.306281
-0.114855,-9.994821,0.512064
-0.220140,-9.707682,0.468993
-0.200997,-9.025726,0.468993
-0.961915,-8.898908,0.409173
-0.545564,-8.927622,0.600598
-0.217747,-9.382257,0.514457
-0.165105,-9.856036,0.490529
-0.160319,-10.193424,0.638884
-0.167498,-10.229317,0.803988
-0.713061,-10.193424,0.698704
-0.229711,-10.339387,0.792024
-0.315853,-10.363315,0.777667
-0.851845,-9.614362,0.990629
-0.806381,-9.150154,0.605384
-0.672383,-8.724231,0.253639
-0.198604,-9.016156,0.344566
0.083749,-9.595219,0.552742
0.052642,-10.071390,0.746561
-0.040678,-10.470992,0.703490
-0.258425,-10.511670,0.557528
-0.600598,-10.262815,0.277567
-0.847059,-10.025927,0.169890
-1.177269,-9.497113,-0.021535
-1.538585,-8.836694,-0.224925
-1.457229,-8.283953,-0.459422
-0.741775,-8.618947,-0.375673
0.105284,-9.623933,0.019143
0.705883,-10.399208,0.394816
0.674776,-10.841879,0.509671
0.093320,-10.995021,0.272782
-0.538385,-10.827522,-0.057428
-1.060020,-10.442278,-0.303888
-1.172483,-9.937392,0.050249
