-2.754139,-9.305687,1.282553
-2.663212,-9.351151,1.282553
-2.849852,-9.159724,1.055235
-2.964707,-9.044869,0.993021
-3.012564,-9.176475,0.935594
-2.885744,-9.281759,0.993021
-2.746960,-9.288938,0.861416
-2.593820,-9.372685,0.689133
-2.773281,-10.078569,0.339781
-3.022135,-9.540184,0.502493
-2.787638,-9.645468,0.662812
-2.711068,-9.552148,0.598206
-2.854637,-9.583255,0.559920
-2.845066,-9.370294,0.533599
-2.835495,-9.523434,0.557528
-2.758924,-9.626326,0.559920
-2.615355,-9.734003,0.600598
-2.318645,-9.619147,0.617348
-2.318645,-9.602397,0.526421
-2.318645,-9.588040,0.504886
-2.299503,-9.446864,0.311067
-2.242075,-9.635897,0.157926
-2.048256,-9.879964,0.009571
-1.823331,-9.891929,-0.095713
-1.775474,-9.846465,-0.337388
-1.804188,-9.647861,-0.514457
-1.782653,-9.437292,-0.703490
-1.818545,-9.446864,-0.911665
-1.907080,-9.554541,-1.119841
-2.230111,-9.856036,-1.237089
-2.481357,-10.179067,-1.311267
-2.431108,-10.549955,-1.351945
-2.337788,-10.930414,-1.395016
-2.182254,-10.987842,-1.390230
-1.832902,-10.633704,-1.272982
-1.548156,-10.205389,-1.493121
-1.418944,-10.071390,-1.631905
-1.328017,-9.980463,-1.816152
-1.605584,-9.944571,-2.110470
-2.060220,-9.970891,-2.292324
-2.584249,-10.119246,-2.524428
-3.053242,-10.640882,-3.055635
-3.053242,-10.640882,-3.055635
-2.545963,-10.813165,-3.627519
-2.560320,-10.700702,-3.732803
-2.627320,-10.537991,-3.852444
-2.557927,-10.468598,-3.701697
-2.452643,-10.478169,-3.553342
-2.467000,-10.566705,-3.393023
-2.409572,-10.518847,-3.077170
-2.273181,-10.571491,-2.754139
-2.024328,-10.068997,-2.455036
-1.947758,-9.456435,-2.012364
-1.856830,-8.676375,-1.734797
-1.746760,-7.800602,-1.414158
-1.686940,-7.317252,-1.301696
-1.689333,-7.276574,-1.232304
-1.682154,-7.934600,-1.036092
-1.629512,-9.135797,-0.823131
-1.229911,-10.057034,-0.533599
-1.014557,-10.439885,-0.112463
-1.179662,-10.384850,0.251246
-1.182054,-10.214959,0.669990
-1.215554,-9.095119,0.887737
-1.505085,-8.724231,1.210768
-1.730011,-8.504091,1.555335
-1.820938,-8.681160,1.782653
-1.354338,-9.896714,2.151148
-1.354338,-9.896714,2.151148
-0.873380,-9.968499,2.701497
-0.768096,-9.135797,2.916851
-0.859023,-7.944171,3.424129
-1.083949,-7.075576,3.766303
-1.234696,-7.168896,3.924229
-1.155733,-8.384450,3.802195
-0.672383,-10.241282,3.682554
-0.129212,-11.018949,3.641876
-0.423530,-12.729815,3.292524
-0.674776,-12.586248,3.069991
-1.079163,-10.992627,3.101098
-1.564906,-10.116854,3.005385
-1.502693,-9.040084,2.751746
-1.392623,-8.506484,2.636890
-1.418944,-8.731410,2.656033
-1.323231,-9.384650,2.352145
-1.138984,-10.214959,2.268396
-1.198804,-10.868200,2.017149
-1.426122,-11.114661,1.612763
-1.383051,-11.030912,1.208375
-1.368695,-10.765309,0.918844
-1.445265,-10.399208,0.844666
-1.397408,-9.942179,0.634098
-1.397408,-9.942179,0.634098
-1.323231,-9.978070,0.672383
-1.160519,-9.891929,0.500100
-1.019342,-9.901501,0.337388
-1.002593,-10.171888,0.165105
-1.055235,-10.418350,0.107677
-1.009771,-10.518847,-0.107677
-1.024128,-10.638489,-0.157926
-1.110270,-10.729417,-0.208176
-1.081556,-10.887343,-0.342174
-0.918844,-10.980663,-0.401994
-0.890130,-11.054840,-0.325424
-1.050449,-10.767702,-0.272782
-1.239482,-10.396815,-0.299103
-1.205983,-9.887143,-0.284746
-1.201197,-9.549755,-0.279960
-1.296910,-9.396614,-0.358923
-1.210768,-9.389436,-0.332602
-1.150948,-9.726824,-0.248854
-1.213161,-10.246067,-0.294317
-1.134198,-10.286745,-1.249053
-1.048056,-10.159925,-1.686940
-0.885344,-11.444871,-0.318245
-1.179662,-10.016356,-1.115055
-1.237089,-9.686146,-0.631705
-1.191626,-8.987441,-0.215354
-1.191626,-8.987441,-0.215354
-1.016950,-8.367701,0.248854
-1.368695,-8.894121,0.320638
-1.172483,-9.425328,0.327817
-0.928415,-9.985250,0.291924
-0.983450,-10.518847,0.112463
-1.521835,-11.021341,0.028714
-0.835095,-10.875379,0.040678
-1.138984,-10.703095,-0.346959
-1.564906,-10.274779,-0.028714
-1.842474,-9.853643,0.047856
-1.792224,-8.944371,0.179462
-1.677369,-8.590233,0.143569
-1.564906,-8.877372,0.267996
-1.344766,-9.212367,0.370888
-1.366302,-9.353544,0.320638
-1.210768,-9.571291,0.416351
-1.380659,-10.088140,0.346959
-1.296910,-10.286745,0.224925
-1.141376,-10.353743,0.102891
-1.318445,-10.126426,-0.117248
-1.356731,-9.930215,-0.119641
-1.332802,-9.695717,-0.083749
-1.442872,-9.671788,-0.107677
-1.392623,-9.451650,0.066999
-1.423729,-9.552148,-0.069392
-1.208375,-9.576077,-0.035892
-1.454836,-9.253045,-0.279960
-1.174876,-9.707682,-0.387637
-1.201197,-9.911072,-0.275175
-1.093520,-10.061819,-0.215354
-1.002593,-10.035499,-0.141177
-1.057628,-10.006784,-0.002393
-1.263410,-9.990034,0.050249
-1.227518,-9.973285,0.107677
-1.165305,-9.882358,0.119641
-1.246661,-9.559326,0.155533
-1.251446,-9.303294,0.172283
-1.306481,-9.198010,0.126820
-1.325624,-9.267403,0.095713
-1.430908,-9.566505,0.035892
-1.383051,-9.784252,-0.002393
-1.426122,-9.808180,-0.169890
